"","BOROUGH","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","SALE.PRICE"
"78557",5,"2641","1920",1990,1,0,1,"569000"
"78586",5,"6175","970",1960,1,0,1,"525000"
"78596",5,"2862","1080",1960,1,0,1,"470000"
"78606",5,"3518","1260",2005,1,0,1,"525000"
"78609",5,"3375","684",1940,1,0,1,"428433"
"78610",5,"3375","1384",1950,1,0,1,"233200"
"78611",5,"3375","1384",1950,1,0,1,"453084"
"78615",5,"4725","1110",1960,1,0,1,"440000"
"78616",5,"3375","1660",1930,1,0,1,"650000"
"78617",5,"946","1375",1990,1,0,1,"390000"
"78623",5,"2465","1224",1970,1,0,1,"325000"
"78628",5,"2448","1374",1975,1,0,1,"425000"
"78631",5,"2125","1683",1975,1,0,1,"420000"
"78650",5,"5962","2560",2015,1,0,1,"875695"
"78652",5,"2327","1440",1978,1,0,1,"485000"
"78661",5,"2487","1477",1990,1,0,1,"410000"
"78663",5,"2176","1489",1977,1,0,1,"475000"
"78667",5,"3919","1240",1992,1,0,1,"414000"
"78668",5,"856","1576",1990,1,0,1,"392000"
"78669",5,"1514","1551",1992,1,0,1,"455000"
"78684",5,"2424","1604",1975,1,0,1,"475000"
"78685",5,"1494","1330",1990,1,0,1,"381000"
"78686",5,"2352","1248",1977,1,0,1,"480000"
"78688",5,"1988","2281",1988,1,0,1,"450000"
"78689",5,"2121","1092",1975,1,0,1,"351000"
"78697",5,"5796","2184",1965,1,0,1,"580000"
"78698",5,"4141","1720",1960,1,0,1,"640000"
"78715",5,"1734","1200",1989,1,0,1,"410000"
"78716",5,"1734","1200",1989,1,0,1,"425000"
"78718",5,"4542","1872",1935,1,0,1,"690000"
"78722",5,"2875","1568",1992,1,0,1,"545000"
"78724",5,"2369","1092",1970,1,0,1,"378007"
"78730",5,"1452","1360",1991,1,0,1,"359000"
"78741",5,"2352","1428",1970,1,0,1,"457500"
"78756",5,"2328","1120",1970,1,0,1,"475000"
"78757",5,"2716","1332",1970,1,0,1,"555000"
"78762",5,"775","1240",1990,1,0,1,"361000"
"78772",5,"4496","1920",2005,1,0,1,"760000"
"78783",5,"2375","1440",2000,1,0,1,"472500"
"78792",5,"2231","1440",1980,1,0,1,"465000"
"78797",5,"2375","1240",1997,1,0,1,"390000"
"78800",5,"1443","576",1986,2,0,2,"340000"
"78807",5,"2796","3696",1982,2,0,2,"584000"
"78808",5,"2796","3696",1982,2,0,2,"584000"
"78811",5,"4573","2352",1980,2,0,2,"528500"
"78821",5,"2645","1716",1998,2,0,2,"520000"
"78823",5,"1951","2142",1997,2,0,2,"508000"
"78825",5,"1688","2142",1994,2,0,2,"550000"
"78827",5,"1951","2184",1996,2,0,2,"525000"
"78828",5,"1951","1900",1996,2,0,2,"575000"
"78838",5,"2945","1290",2004,2,0,2,"580000"
"78839",5,"3212","3040",1990,2,0,2,"650000"
"78841",5,"3481","2016",1970,2,0,2,"558800"
"78848",5,"4342","2455",2016,2,0,2,"854311"
"78851",5,"2574","1630",1986,2,0,2,"350000"
"78854",5,"4315","2496",1965,2,0,2,"575000"
"78855",5,"4915","2430",2006,2,0,2,"650000"
"78858",5,"3374","1165",2005,2,0,2,"582000"
"78861",5,"4248","1736",1960,2,0,2,"540000"
"78872",5,"2625","2085",1991,2,0,2,"540000"
"78886",5,"3375","1480",1945,2,0,2,"380837"
"78893",5,"3518","1260",2001,2,0,2,"456300"
"78906",5,"3578","3387",1992,2,0,2,"700000"
"78907",5,"4128","2080",1994,2,0,2,"707582"
"78908",5,"4123","1858",2007,2,0,2,"590000"
"78909",5,"4922","2548",1965,2,0,2,"200000"
"78915",5,"3366","1320",1970,2,0,2,"490000"
"78929",5,"3897","2200",1975,2,0,2,"425000"
"78937",5,"4519","1824",1970,2,0,2,"545000"
"78944",5,"3925","1800",1996,2,0,2,"580000"
"78950",5,"3325","2120",1992,2,0,2,"690000"
"79043",5,"8915","4775",1967,1,3,4,"675000"
"79046",5,"7275","24225",1931,0,12,12,"2300000"
"79058",5,"2625","1248",1965,1,0,1,"493000"
"79068",5,"2448","1564",1965,1,0,1,"421000"
"79073",5,"5724","1439",1940,1,0,1,"565000"
"79087",5,"2431","1424",2007,1,0,1,"577000"
"79100",5,"4576","2444",1965,2,0,2,"780000"
"79132",5,"15213","1800",1933,1,0,1,"843000"
"79133",5,"15213","1800",1933,1,0,1,"825000"
"79143",5,"2525","456",1930,1,0,1,"200000"
"79150",5,"11424","1680",1987,1,0,1,"722000"
"79155",5,"4375","1192",1915,1,0,1,"369000"
"79156",5,"5424","864",1930,1,0,1,"320000"
"79159",5,"15618","1992",1960,1,0,1,"720000"
"79165",5,"1162","2010",2002,2,0,2,"450000"
"79167",5,"1442","2280",2004,2,0,2,"2000"
"79168",5,"1442","2280",2004,2,0,2,"2000"
"79169",5,"4125","2280",2004,2,0,2,"500"
"79175",5,"6565","1272",1925,2,0,2,"298485"
"79216",5,"7414","4088",1965,1,0,1,"487500"
"79220",5,"5734","3026",2007,1,0,1,"940000"
"79223",5,"2975","1496",1985,1,0,1,"680000"
"79239",5,"5495","2364",2004,1,0,1,"205000"
"79240",5,"5495","2364",2004,1,0,1,"205000"
"79251",5,"4142","2042",1970,1,0,1,"550000"
"79292",5,"5282","2639",2014,2,0,2,"997885"
"79323",5,"4828","3661",2013,2,0,2,"988000"
"79324",5,"4183","2800",1985,2,0,2,"735000"
"79349",5,"3744","1124",1920,1,0,1,"331892"
"79351",5,"2496","1296",1935,1,0,1,"499900"
"79358",5,"3511","3102",2007,2,0,2,"711826"
"79362",5,"3725","2156",1901,3,0,3,"444000"
"79391",5,"1185","980",1989,1,0,1,"398000"
"79396",5,"5856","2184",1975,1,0,1,"690000"
"79397",5,"5952","2101",1970,1,0,1,"630000"
"79403",5,"5529","2388",1967,1,0,1,"540000"
"79404",5,"4332","2388",1975,1,0,1,"650000"
"79407",5,"5565","1600",1965,1,0,1,"776000"
"79408",5,"5565","1159",1965,1,0,1,"599900"
"79411",5,"6237","1330",1965,1,0,1,"715000"
"79413",5,"3575","1360",1975,1,0,1,"200000"
"79420",5,"816","1196",1988,1,0,1,"325000"
"79444",5,"2461","1330",1970,1,0,1,"412000"
"79451",5,"1232","1806",1991,1,0,1,"450000"
"79457",5,"2288","1620",1995,1,0,1,"560000"
"79467",5,"1333","1290",1990,1,0,1,"378000"
"79481",5,"5435","2324",1970,2,0,2,"400000"
"79491",5,"4998","1632",1955,2,0,2,"559000"
"79496",5,"1836","1173",2002,2,0,2,"430000"
"79516",5,"3375","1239",1920,1,0,1,"280000"
"79528",5,"5928","960",1950,1,0,1,"299000"
"79529",5,"2195","1122",1930,1,0,1,"380000"
"79530",5,"9234","1344",1931,1,0,1,"390000"
"79539",5,"6384","2290",1970,1,0,1,"460000"
"79540",5,"3252","1727",2016,1,0,1,"499000"
"79548",5,"2565","1450",1992,1,0,1,"363000"
"79557",5,"2588","1296",1915,1,0,1,"400000"
"79573",5,"8929","1600",1935,1,0,1,"375000"
"79580",5,"3293","1578",2016,1,0,1,"519205"
"79582",5,"1995","1200",2005,1,0,1,"453200"
"79584",5,"4439","1280",1965,1,0,1,"355000"
"79589",5,"5624","720",1950,1,0,1,"334000"
"79593",5,"2261","1624",1999,1,0,1,"310000"
"79599",5,"1442","840",2002,1,0,1,"320000"
"79600",5,"1316","1200",2001,1,0,1,"292693"
"79601",5,"1136","1408",1899,1,0,1,"210000"
"79604",5,"2654","1150",2001,1,0,1,"428310"
"79605",5,"2475","1320",2004,1,0,1,"409000"
"79618",5,"3861","1464",1930,1,0,1,"420000"
"79620",5,"1555","1300",2000,1,0,1,"309000"
"79624",5,"2835","1232",2004,1,0,1,"383000"
"79630",5,"2631","1568",1988,1,0,1,"320000"
"79640",5,"3345","1057",1920,1,0,1,"250000"
"79642",5,"5488","910",1945,1,0,1,"265000"
"79645",5,"7438","1080",1920,1,0,1,"355000"
"79650",5,"2941","1190",1965,1,0,1,"200000"
"79651",5,"1767","1190",1965,1,0,1,"350000"
"79659",5,"1757","1900",2002,2,0,2,"390390"
"79660",5,"1757","1900",2002,2,0,2,"440154"
"79661",5,"5152","2900",2013,2,0,2,"616166"
"79663",5,"3375","2001",1920,2,0,2,"325000"
"79667",5,"4563","1875",1899,2,0,2,"203324"
"79675",5,"2875","1199",2004,2,0,2,"365040"
"79677",5,"4291","1199",2004,2,0,2,"555000"
"79684",5,"3478","1584",2003,2,0,2,"410000"
"79688",5,"5725","1664",1915,2,0,2,"410000"
"79689",5,"9382","1094",1920,2,0,2,"302500"
"79690",5,"2925","1476",1910,2,0,2,"225000"
"79698",5,"2146","2450",1899,2,1,3,"430000"
"79708",5,"3375","1800",1989,2,0,2,"345000"
"79716",5,"2943","1800",2003,2,0,2,"292000"
"79717",5,"2943","1800",2003,2,0,2,"392000"
"79718",5,"3189","1656",1925,2,0,2,"410000"
"79723",5,"4679","1300",2001,2,0,2,"732914"
"79725",5,"3162","1564",2004,2,0,2,"405000"
"79726",5,"3584","1968",1910,2,0,2,"345000"
"79727",5,"2793","1740",1915,2,0,2,"290000"
"79729",5,"3144","1216",1930,3,0,3,"380000"
"79754",5,"1152","1200",2000,0,3,3,"810000"
"79757",5,"294144","166543",1945,0,1,1,"8050000"
"79806",5,"2576","1200",1965,1,0,1,"510000"
"79809",5,"2576","1200",1965,1,0,1,"425000"
"79815",5,"615","1224",1978,1,0,1,"459000"
"79825",5,"2368","2080",2015,1,0,1,"485706"
"79829",5,"2625","1200",1970,1,0,1,"480000"
"79832",5,"2222","1500",2003,1,0,1,"225000"
"79836",5,"3428","1248",1970,1,0,1,"425000"
"79839",5,"2291","1598",1999,1,0,1,"475000"
"79841",5,"2325","1200",2005,1,0,1,"362000"
"79847",5,"2184","1400",1997,1,0,1,"500000"
"79857",5,"3275","1825",1985,1,0,1,"470000"
"79859",5,"2424","1500",2004,1,0,1,"539000"
"79866",5,"2725","1408",1975,1,0,1,"505000"
"79869",5,"2688","1512",1980,1,0,1,"618000"
"79870",5,"2688","1512",1980,1,0,1,"577500"
"79876",5,"2196","1835",2011,1,0,1,"502000"
"79882",5,"3289","844",1930,1,0,1,"273500"
"79918",5,"2367","1426",2000,1,0,1,"580000"
"79938",5,"1875","1575",1999,1,0,1,"244291"
"79952",5,"3812","2470",2006,1,0,1,"620000"
"79982",5,"1792","1968",2001,1,0,1,"450000"
"79983",5,"1635","1480",1989,1,1,2,"220000"
"79992",5,"1943","560",1935,1,0,1,"259200"
"80005",5,"3567","1900",1995,2,0,2,"371000"
"80006",5,"3162","2521",2000,2,0,2,"630000"
"80007",5,"3375","3202",2015,2,0,2,"598800"
"80011",5,"2625","1200",2005,2,0,2,"548000"
"80013",5,"3567","1976",1970,2,0,2,"400000"
"80015",5,"2816","1600",1998,2,0,2,"558000"
"80018",5,"2688","1512",1980,2,0,2,"599000"
"80020",5,"3572","1718",1970,2,0,2,"650000"
"80022",5,"2688","1936",1985,2,0,2,"575000"
"80023",5,"2789","2105",2000,2,0,2,"512737"
"80032",5,"5547","1900",1989,2,0,2,"670447"
"80033",5,"2436","1400",1990,2,0,2,"550000"
"80035",5,"4465","2288",1965,2,0,2,"600000"
"80104",5,"5772","2530",1925,1,0,1,"80000"
"80109",5,"2775","1296",1925,1,0,1,"280000"
"80110",5,"2775","1296",1925,1,0,1,"260000"
"80112",5,"4225","2208",1920,1,0,1,"359000"
"80116",5,"2613","1560",1930,1,0,1,"470000"
"80117",5,"2645","2640",1931,1,0,1,"449000"
"80119",5,"1152","1150",2001,1,0,1,"300000"
"80122",5,"8541","1836",1905,1,0,1,"433000"
"80127",5,"2976","1624",1930,1,0,1,"430000"
"80132",5,"2856","1136",1925,1,0,1,"337000"
"80133",5,"4281","1452",1925,1,0,1,"373000"
"80137",5,"3468","1675",1920,1,0,1,"404500"
"80144",5,"3564","1355",1920,1,0,1,"345000"
"80145",5,"2935","1200",1998,1,0,1,"380000"
"80146",5,"2935","1200",1998,1,0,1,"254639"
"80151",5,"1162","520",1989,1,0,1,"315000"
"80155",5,"1925","1440",1990,1,0,1,"445000"
"80156",5,"2829","1484",1931,2,0,2,"600000"
"80157",5,"2234","1484",1931,2,0,2,"600000"
"80158",5,"2125","1904",1920,2,0,2,"562500"
"80165",5,"18425","4921",1950,2,0,2,"955000"
"80170",5,"1635","1260",1920,2,0,2,"315500"
"80175",5,"3185","2180",2016,2,0,2,"712775"
"80176",5,"3185","2180",2016,2,0,2,"712775"
"80194",5,"4884","2316",1920,2,0,2,"210000"
"80197",5,"2922","2230",1905,2,1,3,"335000"
"80198",5,"2922","2230",1905,2,1,3,"255000"
"80200",5,"5544","2820",1910,2,0,2,"535000"
"80213",5,"2712","1800",2002,2,0,2,"287279"
"80216",5,"2534","1800",1920,2,0,2,"385445"
"80219",5,"2425","2200",1910,2,0,2,"460000"
"80223",5,"6937","1302",1925,2,0,2,"400000"
"80225",5,"3572","2244",1920,2,0,2,"340000"
"80227",5,"2176","1680",2004,2,0,2,"385000"
"80230",5,"2376","1266",1920,2,0,2,"300000"
"80236",5,"1235","1763",2004,2,0,2,"211000"
"80238",5,"3345","1672",1901,2,0,2,"330000"
"80244",5,"2434","2200",1899,3,0,3,"327075"
"80245",5,"2434","2200",1899,3,0,3,"637899"
"80261",5,"2675","1456",1920,3,0,3,"260000"
"80265",5,"2175","2500",1920,3,0,3,"550000"
"80270",5,"3125","2272",1901,3,0,3,"460000"
"80351",5,"2183","1400",2002,1,0,1,"620000"
"80353",5,"2183","1400",2002,1,0,1,"575000"
"80361",5,"4788","1920",1920,1,0,1,"452000"
"80363",5,"1287","1300",1989,1,0,1,"450000"
"80364",5,"1287","1300",1989,1,0,1,"315000"
"80372",5,"4845","1664",1955,1,0,1,"675000"
"80385",5,"2525","1344",1970,1,0,1,"550000"
"80388",5,"2525","800",1930,1,0,1,"350000"
"80391",5,"2121","1200",2003,1,0,1,"475000"
"80393",5,"2525","960",1925,1,0,1,"435000"
"80394",5,"2525","600",1920,1,0,1,"260000"
"80396",5,"2525","1600",1996,1,0,1,"529000"
"80397",5,"2525","848",1965,1,0,1,"370000"
"80405",5,"4185","1873",1960,1,0,1,"585000"
"80406",5,"2673","1170",1960,1,0,1,"256542"
"80439",5,"4326","1008",1960,1,0,1,"447500"
"80446",5,"4217","1717",1955,1,0,1,"610000"
"80452",5,"6324","1320",1940,2,0,2,"600000"
"80462",5,"4619","3891",2016,2,0,2,"865512"
"80463",5,"4658","940",2016,2,0,2,"865512"
"80464",5,"1247","1360",1999,2,0,2,"550000"
"80465",5,"5967","1536",1935,2,0,2,"225000"
"80488",5,"1214","1120",1997,2,0,2,"565000"
"80490",5,"4827","2892",2015,2,0,2,"911333"
"80511",5,"6666","3120",1931,4,0,4,"840000"
"80528",5,"9757","2142",2016,1,0,1,"773870"
"80533",5,"2441","1462",2012,1,0,1,"485000"
"80539",5,"1739","1080",1980,1,0,1,"327500"
"80548",5,"2275","934",1998,1,0,1,"233200"
"80552",5,"3431","1440",1965,1,0,1,"400000"
"80558",5,"5142","1306",1950,1,0,1,"600000"
"80563",5,"1162","1270",1992,1,0,1,"389000"
"80566",5,"984","1340",1990,1,0,1,"310000"
"80589",5,"4482","1092",1974,1,0,1,"540000"
"80593",5,"2214","928",1945,1,0,1,"310000"
"80605",5,"2355","1450",1996,1,0,1,"500000"
"80607",5,"2625","1050",1970,1,0,1,"339517"
"80608",5,"2349","1184",1960,1,0,1,"495000"
"80611",5,"2729","1825",1997,1,0,1,"499000"
"80618",5,"2921","1800",1994,2,0,2,"649000"
"80621",5,"2475","1800",1925,2,0,2,"375000"
"80625",5,"2846","1760",2001,2,0,2,"250000"
"80645",5,"6738","1452",1965,1,0,1,"575000"
"80655",5,"4924","2180",2015,1,0,1,"895958"
"80656",5,"4815","2214",2015,1,0,1,"916323"
"80657",5,"4681","2294",2015,1,0,1,"941881"
"80658",5,"4681","2286",2015,1,0,1,"884859"
"80659",5,"5165","2408",2014,1,0,1,"946871"
"80661",5,"4417","2164",2015,1,0,1,"916323"
"80662",5,"4417","2164",2015,1,0,1,"916323"
"80664",5,"5165","2372",2015,1,0,1,"941779"
"80669",5,"21875","2018",1970,1,0,1,"910000"
"80676",5,"2352","1800",1986,1,0,1,"440000"
"80677",5,"2112","1800",1986,1,0,1,"20000"
"80686",5,"2426","1176",1960,1,0,1,"545000"
"80687",5,"2426","1176",1960,1,0,1,"495000"
"80690",5,"2556","1440",1965,1,0,1,"475000"
"80702",5,"2453","1292",1960,1,0,1,"420000"
"80706",5,"3895","1155",1955,1,0,1,"471500"
"80710",5,"2475","1156",1965,1,0,1,"525000"
"80715",5,"3815","1536",1965,1,0,1,"513500"
"80716",5,"2595","1440",1965,1,0,1,"525000"
"80733",5,"4582","2112",1960,2,0,2,"632000"
"80734",5,"4359","2392",1960,2,0,2,"650000"
"80749",5,"2625","1800",2004,1,0,1,"485000"
"80754",5,"2195","1925",2014,1,0,1,"535000"
"80757",5,"1872","2020",1988,1,0,1,"450000"
"80760",5,"3577","2420",1988,1,0,1,"495500"
"80761",5,"3255","1300",1970,1,0,1,"250000"
"80768",5,"3828","1889",1970,1,0,1,"505986"
"80771",5,"2923","1804",1980,1,0,1,"370000"
"80772",5,"4312","1512",1980,1,0,1,"753500"
"80773",5,"2232","1080",1980,1,0,1,"475000"
"80780",5,"2652","2556",1965,1,0,1,"705000"
"80781",5,"2568","1528",1975,1,0,1,"472888"
"80785",5,"1312","756",1987,1,0,1,"433000"
"80786",5,"2475","2390",1985,1,0,1,"610000"
"80789",5,"2996","2657",2012,1,0,1,"686000"
"80795",5,"2375","2200",1980,1,0,1,"575000"
"80802",5,"2442","2080",1980,1,0,1,"698298"
"80803",5,"2466","2380",1980,1,0,1,"580000"
"80810",5,"2574","2364",1984,1,0,1,"668000"
"80821",5,"3145","2142",1996,1,0,1,"570000"
"80823",5,"1456","1160",1970,1,0,1,"450000"
"80824",5,"2415","1186",1975,1,0,1,"420000"
"80843",5,"2898","1768",1980,1,0,1,"560000"
"80844",5,"3335","1768",1980,1,0,1,"548500"
"80866",5,"7846","3036",1970,1,0,1,"800000"
"80884",5,"1362","1096",1992,1,0,1,"380000"
"80885",5,"1357","1096",1992,1,0,1,"435000"
"80887",5,"1358","1420",1993,1,0,1,"350000"
"80890",5,"2695","2000",1997,1,0,1,"468920"
"80891",5,"2873","2016",1997,1,0,1,"518000"
"80892",5,"1287","1500",1987,1,0,1,"418000"
"80893",5,"1287","1500",1987,1,0,1,"294060"
"80894",5,"2848","1500",1987,1,0,1,"470000"
"80907",5,"4368","2322",1970,2,0,2,"657000"
"80908",5,"2392","2800",2001,2,0,2,"525000"
"80910",5,"4624","2472",1970,2,0,2,"670000"
"80915",5,"4223","2870",1975,2,0,2,"700000"
"80916",5,"4644","2248",1965,2,0,2,"688000"
"80917",5,"4644","2248",1965,2,0,2,"710000"
"80930",5,"2667","2155",1980,2,0,2,"550000"
"80931",5,"3953","2304",1965,2,0,2,"670000"
